date,cgp_ucb
1981-03-10,0.053022236
1981-03-11,0.59396666
1981-03-12,0.039361328
1981-03-13,0.8040049
1981-03-16,0.060737073
1981-03-18,0.45237052
1981-03-19,0.20983812
1981-03-20,0.07947546
1981-03-23,0.21359265
1981-03-24,0.37794814
1981-03-25,0.10740298
1981-03-26,0.19027433
1981-03-27,0.57267815
1981-03-30,0.8906591
1981-03-31,0.83395433
1981-04-01,0.74868345
1981-04-02,0.7152478
1981-04-03,0.8810308
1981-04-06,0.5801045
1981-04-07,0.62722254
1981-04-08,0.9333577
1981-04-09,0.89525807
1981-04-10,0.6491436
1981-04-13,0.4876307
1981-04-14,0.084428996
1981-04-15,0.57110065
1981-04-16,0.15431052
1981-04-17,0.084255785
1981-04-20,0.42522767
1981-04-21,0.8139163
1981-04-22,0.06754267
1981-04-23,0.63909334
1981-04-24,0.28809988
1981-04-27,0.408305
1981-04-28,0.6975492
1981-04-29,0.15871531
1981-04-30,0.9337979
1981-05-01,0.6778927
1981-05-04,0.053946733
1981-05-05,0.21448302
1981-05-06,0.64177465
1981-05-07,0.042389303
1981-05-08,0.66304463
1981-05-11,0.43237567
1981-05-12,0.72978336
1981-05-13,0.118971825
1981-05-14,0.23020637
1981-05-15,0.30830735
1981-05-19,0.46457368
1981-05-20,0.39320546
1981-05-21,0.09975767
1981-05-22,0.09096876
1981-05-25,0.2243715
1981-05-26,0.854986
1981-05-27,0.7489983
1981-05-28,0.547343
1981-05-29,0.7104426
1981-06-01,0.4619195
1981-06-02,0.19790444
1981-06-03,0.9585384
1981-06-04,0.8054076
1981-06-05,0.04229492
1981-06-08,0.5186362
1981-06-09,0.07984233
1981-06-10,0.8977355
1981-06-11,0.94254607
1981-06-12,0.14353001
1981-06-15,0.8649342
1981-06-16,0.5448086
1981-06-17,0.53616816
1981-06-18,0.17117274
1981-06-19,0.4098894
1981-06-22,0.13202804
1981-06-24,0.16935363
1981-06-25,0.65399224
1981-06-26,0.076646864
1981-06-29,0.46022496
1981-06-30,0.6436217
1981-07-01,0.037728876
1981-07-02,0.698812
1981-07-03,0.73632324
1981-07-06,0.6671354
1981-07-07,0.67033905
1981-07-08,0.03721851
1981-07-09,0.33779582
1981-07-10,0.4622599
1981-07-13,0.8790235
1981-07-14,0.030968487
1981-07-15,0.32318497
1981-07-16,0.75138324
1981-07-17,0.5571729
1981-07-20,0.8781739
1981-07-21,0.38427103
1981-07-22,0.95730865
1981-07-23,0.98028684
1981-07-24,0.860438
1981-07-27,0.06106645
1981-07-28,0.2348606
1981-07-29,0.028908104
1981-07-30,0.4126176
1981-07-31,0.42959338
1981-08-04,0.26385966
1981-08-05,0.7485492
1981-08-06,0.26838082
1981-08-07,0.1511443
1981-08-10,0.45949578
1981-08-11,0.092788815
1981-08-12,0.597933
1981-08-13,0.5308687
1981-08-14,0.05391103
1981-08-17,0.7707944
1981-08-18,0.25888252
1981-08-19,0.08421168
1981-08-20,0.11169362
1981-08-21,0.51188886
1981-08-24,0.8052418
1981-08-25,0.6938489
1981-08-26,0.7229648
1981-08-27,0.7968122
1981-08-28,0.60336083
1981-08-31,0.90102583
1981-09-01,0.7842674
1981-09-02,0.66341525
1981-09-03,0.16286957
1981-09-04,0.7565125
1981-09-07,0.022656381
1981-09-08,0.74275875
1981-09-09,0.8972231
1981-09-10,0.8099607
1981-09-11,0.89935493
1981-09-14,0.8766986
1981-09-15,0.65267974
1981-09-16,0.22398588
1981-09-17,0.041807503
1981-09-18,0.776976
1981-09-21,0.5948202
1981-09-22,0.33038852
1981-09-23,0.35096583
1981-09-24,0.21755195
1981-09-25,0.23215288
1981-09-28,0.44860664
1981-09-29,0.8261866
1981-09-30,0.24951842
1981-10-01,0.30330318
1981-10-02,0.42817026
1981-10-05,0.095731825
1981-10-07,0.0570485
1981-10-08,0.0519571
1981-10-09,0.3563793
1981-10-12,0.20733422
1981-10-13,0.9447299
1981-10-14,0.41152233
1981-10-15,0.63786614
1981-10-16,0.7266608
1981-10-19,0.7468832
1981-10-20,0.54704326
1981-10-21,0.09125608
1981-10-22,0.7008113
1981-10-23,0.9609692
1981-10-26,0.20318425
1981-10-27,0.19785044
1981-10-28,0.6315981
1981-10-29,0.6474426
1981-10-30,0.274419
1981-11-02,0.2598865
1981-11-03,0.49671006
1981-11-04,0.4260893
1981-11-05,0.06590751
1981-11-06,0.16101271
1981-11-09,0.91928935
1981-11-10,0.32299262
1981-11-11,0.06864533
1981-11-12,0.32072574
1981-11-13,0.87955165
1981-11-16,0.06459507
1981-11-17,0.14944789
1981-11-18,0.03821695
1981-11-19,0.12945697
1981-11-20,0.28661495
1981-11-23,0.10907012
1981-11-24,0.31883192
1981-11-25,0.8039592
1981-11-26,0.68459433
1981-11-27,0.1472005
1981-11-30,0.8412416
1981-12-01,0.061673105
1981-12-02,0.07276052
1981-12-03,0.34171194
1981-12-04,0.18638328
1981-12-07,0.4566135
1981-12-08,0.3089333
1981-12-09,0.116936505
1981-12-10,0.089452654
1981-12-11,0.5072041
1981-12-14,0.2291137
1981-12-15,0.26722628
1981-12-16,0.10157782
1981-12-17,0.18191326
1981-12-18,0.49177173
1981-12-21,0.02173093
1981-12-22,0.10706729
1981-12-23,0.8661319
1981-12-24,0.743515
1981-12-28,0.15598336
1981-12-29,0.16403547
1981-12-30,0.20167443
1981-12-31,0.2507385
1982-01-01,0.14531124
1982-01-04,0.20015052
1982-01-05,0.46456185
1982-01-06,0.08401924
1982-01-07,0.5898103
1982-01-08,0.019778311
1982-01-11,0.9417641
1982-01-12,0.4776947
1982-01-13,0.44063652
1982-01-14,0.12187129
1982-01-15,0.49662966
1982-01-18,0.39476067
1982-01-19,0.24787965
1982-01-20,0.038701653
1982-01-21,0.64140785
1982-01-22,0.14613304
1982-01-26,0.2140212
1982-01-27,0.041417807
1982-01-28,0.1677843
1982-01-29,0.21992102
1982-02-02,0.30021697
1982-02-03,0.071175575
1982-02-04,0.07483214
1982-02-05,0.26280963
1982-02-08,0.1198059
1982-02-09,0.12799293
1982-02-10,0.21613899
1982-02-11,0.031723887
1982-02-12,0.19881985
1982-02-15,0.11200109
1982-02-16,0.015022069
1982-02-17,0.06759328
1982-02-18,0.15027216
1982-02-19,0.17111737
1982-02-22,0.14537981
1982-02-23,0.4125552
1982-02-24,0.51832813
1982-02-25,0.36691338
1982-02-26,0.07985413
1982-03-01,0.12276417
1982-03-02,0.057509363
1982-03-03,0.21211067
1982-03-04,0.28987598
1982-03-05,0.055680186
1982-03-08,0.16710111
1982-03-09,0.06196761
1982-03-10,0.32455742
1982-03-11,0.14521405
1982-03-12,0.07808083
1982-03-15,0.006220579
1982-03-17,0.037148267
1982-03-18,0.02491492
1982-03-19,0.19410673
1982-03-22,0.15581241
1982-03-23,0.10034937
1982-03-24,0.18171036
1982-03-25,0.07231888
1982-03-26,0.3066408
1982-03-29,0.009235203
1982-03-30,0.13752526
1982-03-31,0.32087207
1982-04-01,0.07800475
1982-04-02,0.040238112
1982-04-05,0.02559033
1982-04-06,0.07451394
1982-04-07,0.017440945
1982-04-08,0.50518286
1982-04-09,0.029127449
1982-04-12,0.08266601
1982-04-13,0.011932075
1982-04-14,0.06994155
1982-04-15,0.48178557
1982-04-16,0.42607987
1982-04-19,0.014929295
1982-04-20,0.29914036
1982-04-21,0.33458877
1982-04-22,0.07068062
1982-04-23,0.23236963
1982-04-26,0.09193811
1982-04-27,0.17421249
1982-04-28,0.0600383
1982-04-29,0.10248721
1982-04-30,0.034516692
1982-05-03,0.030042082
1982-05-04,0.05494705
1982-05-05,0.45755842
1982-05-06,0.05049494
1982-05-07,0.17443311
1982-05-11,0.025292933
1982-05-12,0.15848297
1982-05-13,0.07262099
1982-05-14,0.033387244
1982-05-17,0.038378745
1982-05-18,0.013812065
1982-05-19,0.0281519
1982-05-20,0.058066517
1982-05-21,0.11934036
1982-05-24,0.05992797
1982-05-25,0.41176614
1982-05-26,0.3209355
1982-05-27,0.041443408
1982-05-28,0.050014675
1982-05-31,0.057246417
1982-06-01,0.14494962
1982-06-02,0.039968938
1982-06-03,0.06359941
1982-06-04,0.087225795
1982-06-07,0.22521731
1982-06-08,0.015687317
1982-06-09,0.2742888
1982-06-10,0.22580355
1982-06-11,0.023616493
1982-06-14,0.055614352
1982-06-15,0.013003796
1982-06-16,0.09787741
1982-06-17,0.018531024
1982-06-18,0.11047
1982-06-21,0.06563762
1982-06-22,0.0068336427
1982-06-23,0.01131326
1982-06-24,0.0047872663
1982-06-25,0.08288458
1982-06-28,0.13394997
1982-06-30,0.08748889
1982-07-01,0.05783257
1982-07-02,0.030033141
1982-07-05,0.027963042
1982-07-06,0.07487127
1982-07-07,0.0497455
1982-07-08,0.09406775
1982-07-09,0.044546545
1982-07-12,0.15161565
1982-07-13,0.10178745
1982-07-14,0.087867975
1982-07-15,0.017589748
1982-07-16,0.212556
1982-07-19,0.13196898
1982-07-20,0.034752697
1982-07-21,0.0361678
1982-07-22,0.07221788
1982-07-23,0.03887871
1982-07-26,0.11129129
1982-07-27,0.056519
1982-07-28,0.16777521
1982-07-29,0.095719576
1982-07-30,0.0067718923
1982-08-02,0.024909377
1982-08-04,0.02737528
1982-08-05,0.112970024
1982-08-06,0.024606705
1982-08-09,0.0045967996
1982-08-10,0.036559105
1982-08-11,0.014273435
1982-08-12,0.0953553
1982-08-13,0.020563573
1982-08-16,0.034930825
1982-08-17,0.02521509
1982-08-18,0.066489875
1982-08-19,0.042535573
1982-08-20,0.03687811
1982-08-23,0.036317557
1982-08-24,0.036447704
1982-08-25,0.0126248
1982-08-26,0.03757155
1982-08-27,0.06067139
1982-08-30,0.052550852
1982-08-31,0.09812495
1982-09-01,0.037048638
1982-09-02,0.042535692
1982-09-03,0.03719008
1982-09-06,0.0076834857
1982-09-07,0.2134476
1982-09-08,0.037606835
1982-09-09,0.2486667
1982-09-10,0.061897784
1982-09-13,0.020287782
1982-09-14,0.033702344
1982-09-15,0.1800017
1982-09-16,0.18493876
1982-09-17,0.80959666
1982-09-20,0.4923492
1982-09-21,0.15888879
1982-09-22,0.14029327
1982-09-23,0.30968434
1982-09-24,0.7625922
1982-09-27,0.83664215
1982-09-28,0.34259778
1982-09-29,0.25188828
1982-09-30,0.038209498
1982-10-01,0.68093544
1982-10-04,0.1756849
1982-10-06,0.52220637
1982-10-07,0.82364345
1982-10-08,0.859009
1982-10-11,0.35085505
1982-10-12,0.4031652
1982-10-13,0.3133766
1982-10-14,0.06531584
1982-10-15,0.17884779
1982-10-18,0.69105536
1982-10-19,0.027236223
1982-10-20,0.06799623
1982-10-21,0.26380923
1982-10-22,0.04010153
1982-10-25,0.1086106
1982-10-26,0.14905253
1982-10-27,0.05411458
1982-10-28,0.25654516
1982-10-29,0.15132818
1982-11-01,0.073405296
1982-11-02,0.16747874
1982-11-03,0.15121931
1982-11-04,0.08253056
1982-11-05,0.17176685
1982-11-08,0.012730241
1982-11-09,0.26379776
1982-11-10,0.77223617
1982-11-11,0.7473229
1982-11-12,0.58528745
1982-11-15,0.1836083
1982-11-16,0.36433247
1982-11-17,0.01790303
1982-11-18,0.47000134
1982-11-19,0.13868758
1982-11-22,0.1067538
1982-11-23,0.50008965
1982-11-24,0.11305562
1982-11-25,0.06905106
1982-11-26,0.16358116
1982-11-29,0.11716691
1982-11-30,0.2344692
1982-12-01,0.3584113
1982-12-02,0.49031875
1982-12-03,0.100001305
1982-12-06,0.17403808
1982-12-07,0.57528937
1982-12-08,0.3375288
1982-12-09,0.06728205
1982-12-10,0.061712444
1982-12-13,0.38876706
1982-12-14,0.09124622
1982-12-15,0.08100778
1982-12-16,0.30639467
1982-12-17,0.12967339
1982-12-20,0.08275843
1982-12-21,0.119906396
1982-12-22,0.15701571
1982-12-23,0.043325663
1982-12-27,0.11150652
1982-12-28,0.117022425
1982-12-29,0.1436894
1982-12-30,0.3358013
1982-12-31,0.090152115
1983-01-03,0.040459156
1983-01-04,0.15619135
1983-01-05,0.6108905
1983-01-06,0.52344465
1983-01-07,0.06454745
1983-01-10,0.13625085
1983-01-11,0.540401
1983-01-12,0.09333241
1983-01-13,0.07491526
1983-01-14,0.09167716
1983-01-17,0.111276776
1983-01-18,0.02559933
1983-01-19,0.15140301
1983-01-20,0.06797254
1983-01-21,0.10619962
1983-01-25,0.12584978
1983-01-26,0.14783657
1983-01-27,0.067489535
1983-01-28,0.13304472
1983-01-31,0.18422881
1983-02-01,0.2284647
1983-02-02,0.14542624
1983-02-03,0.14205739
1983-02-04,0.10110441
1983-02-07,0.11343956
1983-02-08,0.009319216
1983-02-09,0.052895248
1983-02-10,0.01347357
1983-02-11,0.033144474
1983-02-14,0.009498
1983-02-15,0.080135524
1983-02-16,0.055421352
1983-02-17,0.089915246
1983-02-18,0.020265281
1983-02-21,0.05160278
1983-02-22,0.69657034
1983-02-23,0.04719293
1983-02-24,0.07671678
1983-02-25,0.15651366
1983-02-28,0.20051345
1983-03-01,0.28454107
1983-03-02,0.020385921
1983-03-03,0.14767516
1983-03-04,0.38101065
1983-03-07,0.7839662
1983-03-08,0.066696286
1983-03-09,0.13547182
1983-03-10,0.49874896
1983-03-11,0.23682377
1983-03-14,0.04641497
1983-03-15,0.19667313
1983-03-16,0.1732764
1983-03-17,0.16586122
1983-03-18,0.16466844
1983-03-21,0.2602911
1983-03-23,0.044940352
1983-03-24,0.0071150064
1983-03-25,0.66151017
1983-03-28,0.27710128
1983-03-29,0.15734208
1983-03-30,0.2553324
1983-03-31,0.19853681
1983-04-01,0.01438868
1983-04-04,0.04760787
1983-04-05,0.17254835
1983-04-06,0.2718003
