date,cgp_ucb
1982-02-02,0.32369384
1982-02-03,0.5199543
1982-02-03,0.6879131
1982-02-03,0.88635254
1982-02-03,0.73703974
1982-02-03,0.31727457
1982-02-03,0.1678831
1982-02-03,0.3542131
1982-02-03,0.010088712
1982-02-03,0.033974916
1982-02-03,0.82029724
1982-02-03,0.36625466
1982-02-03,0.021441042
1982-02-03,0.1528449
1982-02-03,0.62785745
1982-02-03,0.26221466
1982-02-03,0.5510297
1982-02-03,0.42285034
1982-02-03,0.07458961
1982-02-03,0.28602803
1982-02-03,0.40889755
1982-02-03,0.9313237
1982-02-03,0.7876594
1982-02-03,0.4964043
1982-02-03,0.007492423
1982-02-03,0.42321107
1982-02-03,0.026380628
1982-02-03,0.440332
1982-02-03,0.05474043
1982-02-03,0.9086925
1982-02-03,0.89091164
1982-02-03,0.4205824
1982-02-03,0.10031751
1982-02-03,0.43343568
1982-02-03,0.24970919
1982-02-03,0.544626
1982-02-03,0.17419463
1982-02-03,0.7761782
1982-02-03,0.99142325
1982-02-03,0.41236025
1982-02-03,0.39209655
1982-02-03,0.054627895
1982-02-03,0.7029738
1982-02-03,0.7734699
1982-02-03,0.5125026
1982-02-03,0.625503
1982-02-03,0.35594037
1982-02-03,0.3118617
1982-02-03,0.87871414
1982-02-03,0.62418246
1982-02-03,0.6841381
1982-02-03,0.40652993
1982-02-03,0.46930587
1982-02-03,0.89141095
1982-02-03,0.18425924
1982-02-03,0.19744933
1982-02-03,0.87921894
1982-02-03,0.18223783
1982-02-03,0.657194
1982-02-03,0.31893328
1982-02-03,0.45126957
1982-02-03,0.47319373
1982-02-03,0.20944667
1982-02-03,0.8186033
1982-02-03,0.09487629
1982-02-03,0.9886666
1982-02-03,0.37215105
1982-02-03,0.3843117
1982-02-03,0.0439927
1982-02-03,0.084109485
1982-02-03,0.06242639
1982-02-03,0.4590259
1982-02-03,0.9019314
1982-02-03,0.31632766
1982-02-03,0.073339045
1982-02-03,0.12512982
1982-02-03,0.92443043
1982-02-03,0.5678699
1982-02-03,0.13761973
1982-02-03,0.6414995
1982-02-03,0.39026394
